id,input,output
360.0,The TF–VIIa complex then activates factor X and initiates coagulation activation.,"[{'entity1': 'The TF–VIIa complex', 'relationship': 'activates', 'entity2': 'factor X'}, {'entity1': 'The TF–VIIa complex', 'relationship': 'initiates', 'entity2': 'coagulation activation'}]"
361.0,"Thrombin  then  cleaves  fibrinogen  into  fibrin,51  and  fibrin  degradation  products can  induce  IL-6  production by monocytes in vitro.","[{'entity1': 'thrombin', 'relationship': 'cleaves', 'entity2': 'fibrinogen'}, {'entity1': 'fibrin degradation products', 'relationship': 'induces', 'entity2': 'IL-6 production'}]"
362.0,Increased fibrin formation due to impaired fibrinolysis causes organ injury and mortality in sepsis.,"[{'entity1': 'Increased fibrin formation', 'relationship': 'causes', 'entity2': 'organ injury and mortality'}]"
363.0,"According to a number of studies, the STAT3 signaling pathway can regulate inflammatory responses in LPS-induced macrophages and acute lung injury.","[{'entity1': 'STAT3 signaling pathway', 'relationship': 'regulates', 'entity2': 'inflammatory responses'}, {'entity1': 'STAT3 signaling pathway', 'relationship': 'regulates', 'entity2': 'LPS-induced macrophages'}, {'entity1': 'STAT3 signaling pathway', 'relationship': 'regulates', 'entity2': 'acute lung injury'}]"
364.0,"In addition, the use of the STAT3 inhibitor BP-1-102 decreased the expression of LPS-induced inflammatory cytokines such as IL-1β, IL-6, TNF-α, and TF in RAW264.7 cells.","[{'entity1': 'STAT3 inhibitor BP-1-102', 'relationship': 'decreases', 'entity2': 'LPS-induced inflammatory cytokines and TF'}]"
365.0,"Insulin resistance (IR) is known to be characteristic of type 2 diabetes mellitus,             and is regarded as an important mechanism in disease pathogenesis.","[{'entity1': 'Insulin resistance', 'relationship': 'characteristic', 'entity2': 'Type 2 diabetes mellitus'}, {'entity1': 'Insulin resistance', 'relationship': 'mechanism', 'entity2': 'disease pathogenesis'}]"
366.0,One of the key pathogenetic             mechanisms  of  IR  progression  is  impaired  free  fatty  acid  (FFA)  metabolism.,"[{'entity1': 'pathogenesis', 'relationship': 'progression', 'entity2': 'impaired free fatty acid metabolism'}]"
367.0,"Plasminogen-            activator inhibitor 1 (PAI-1) and key inflammation markers, ie, interleukin 6 (IL-6) and C-reactive             protein (CRP), also play a role.","[{'entity1': 'Plasminogen-activator inhibitor 1', 'relationship': 'role', 'entity2': 'Insulin resistance'}, {'entity1': 'Interleukin 6', 'relationship': 'role', 'entity2': 'Insulin resistance'}, {'entity1': 'C-reactive protein', 'relationship': 'role', 'entity2': 'Insulin resistance'}]"
368.0,"Among  proinflammatory  cytokines  contributing  to         IR  development,  the  role  of  interleukin  (IL)-6,  which  has         autocrine and paracrine properties and is involved in insulin         reception and free fatty acid (FFA) metabolism regulation,         has been extensively studied.","[{'entity1': 'Interleukin 6', 'relationship': 'contributing', 'entity2': 'Insulin resistance development'}, {'entity1': 'Interleukin 6', 'relationship': 'involved', 'entity2': 'insulin reception'}, {'entity1': 'Interleukin 6', 'relationship': 'involved', 'entity2': 'free fatty acid metabolism regulation'}]"
369.0,Coagulation in sepsis.,"[{'entity1': 'Coagulation', 'relationship': 'in', 'entity2': 'sepsis'}]"
370.0,Thrombin: coagulation’s master regulator of innate immunity.,"[{'entity1': 'Thrombin', 'relationship': 'master regulator', 'entity2': 'coagulation'}, {'entity1': 'Thrombin', 'relationship': 'regulator', 'entity2': 'innate immunity'}]"
371.0,The roles of fibrinogen and fibrin in hemostasis and thrombosis.,"[{'entity1': 'fibrinogen', 'relationship': 'roles', 'entity2': 'hemostasis and thrombosis'}, {'entity1': 'fibrin', 'relationship': 'roles', 'entity2': 'hemostasis and thrombosis'}]"
372.0,Blood coagulation and the risk of atherothrombosis: a complex relationship.,"[{'entity1': 'Blood coagulation', 'relationship': 'risk', 'entity2': 'atherothrombosis'}]"
373.0,Disseminated intravascular coagulation in sepsis.,"[{'entity1': 'Disseminated intravascular coagulation', 'relationship': 'in', 'entity2': 'sepsis'}]"
374.0,Activity and antigen levels of thrombin-activatable fibrinolysis inhibitor in plasma of patients with disseminated intravascular coagulation.,"[{'entity1': 'Activity and antigen levels', 'relationship': 'of', 'entity2': 'thrombin-activatable fibrinolysis inhibitor'}, {'entity1': 'thrombin-activatable fibrinolysis inhibitor', 'relationship': 'in', 'entity2': 'plasma'}, {'entity1': 'plasma', 'relationship': 'of', 'entity2': 'patients'}, {'entity1': 'patients', 'relationship': 'with', 'entity2': 'disseminated intravascular coagulation'}]"
375.0,Hepatic acute phase proteins–regulation by IL-6- and IL-1-type cytokines involving STAT3 and its crosstalk with NF-κB-dependent signaling.,"[{'entity1': 'Hepatic acute phase proteins', 'relationship': 'regulation by', 'entity2': 'IL-6- and IL-1-type cytokines'}, {'entity1': 'regulation', 'relationship': 'involving', 'entity2': 'STAT3 and its crosstalk with NF-κB-dependent signaling'}]"
376.0,The roles of SOCS3 and STAT3 in bacterial infection and inflammatory diseases.,"[{'entity1': 'SOCS3', 'relationship': 'roles', 'entity2': 'bacterial infection and inflammatory diseases'}, {'entity1': 'STAT3', 'relationship': 'roles', 'entity2': 'bacterial infection and inflammatory diseases'}]"
377.0,STAT3 in the systemic inflammation of cancer cachexia.,"[{'entity1': 'STAT3', 'relationship': 'in', 'entity2': 'the systemic inflammation of cancer cachexia'}]"
378.0,"The inflammatory response is an adaptive mechanism that evolved to fight against infections and tissue damage. This complex mechanism is vital for the proper function of the organism, and because of that, is under tight regulation involving a complex network of factors, cells, and systems.","[{'entity1': 'inflammatory response', 'relationship': 'evolved', 'entity2': 'fight against infections and tissue damage'}, {'entity1': 'inflammatory response', 'relationship': 'vital', 'entity2': 'proper function of the organism'}, {'entity1': 'inflammatory response', 'relationship': 'under', 'entity2': 'tight regulation'}]"
379.0,"Physiological inflammation is perfectly orchestrated to allow the mobilization of leukocytes from the circulation to the injured tissues for the removal of pathogens, tissue repair, and return to homeostasis.","[{'entity1': 'Physiological inflammation', 'relationship': 'orchestrated', 'entity2': 'mobilization of leukocytes'}, {'entity1': 'mobilization of leukocytes', 'relationship': 'allow', 'entity2': 'removal of pathogens'}, {'entity1': 'mobilization of leukocytes', 'relationship': 'allow', 'entity2': 'tissue repair'}, {'entity1': 'mobilization of leukocytes', 'relationship': 'allow', 'entity2': 'return to homeostasis'}]"
380.0,"However, when the self-limited nature of the inflammatory response and the mechanisms of resolution fail, inflammation might become chronic, leading to the development of many disabling serious diseases such as rheumatoid arthritis (RA), inflammatory bowel disease (IBD), or psoriasis.","[{'entity1': 'self-limited nature of inflammatory response', 'relationship': 'fail', 'entity2': 'mechanisms of resolution'}, {'entity1': 'inflammation', 'relationship': 'become', 'entity2': 'chronic'}, {'entity1': 'chronic inflammation', 'relationship': 'leading', 'entity2': 'development of disabling serious diseases'}]"
381.0,"This resulted in enormous improvements in the treatments for immune-mediated inflammatory diseases, but also revealed the complexity of the cytokine networks and immune cell subtypes involved in non-resolving inflammatory responses.","[{'entity1': 'enormous improvements', 'relationship': 'in', 'entity2': 'treatments for immune-mediated inflammatory diseases'}, {'entity1': 'also revealed', 'relationship': '', 'entity2': 'complexity of cytokine networks and immune cell subtypes'}, {'entity1': 'cytokine networks and immune cell subtypes', 'relationship': 'involved', 'entity2': 'non-resolving inflammatory responses'}]"
382.0,The 34 original and review articles included in this Special Issue contributed to the aim of describing and understanding new mechanisms that trigger inflammation and highlighted new putative treatments for different inflammatory conditions.,"[{'entity1': 'articles', 'relationship': 'contributed', 'entity2': 'aim of describing and understanding new mechanisms that trigger inflammation'}, {'entity1': 'articles', 'relationship': 'highlighted', 'entity2': 'new putative treatments for different inflammatory conditions'}]"
383.0,"Neuroinflammation is a perfect example of the two faces of inflammation. While an acute inflammatory response is protective, chronic neuroinflammation leads to inflammatory conditions such as multiple sclerosis, and it also contributes to other neurological [1] and psychiatric disorders such as Alzheimer’s or Parkinson’s disease [2].","[{'entity1': 'acute inflammatory response', 'relationship': 'protective', 'entity2': ''}, {'entity1': 'chronic neuroinflammation', 'relationship': 'leads to', 'entity2': 'inflammatory conditions such as multiple sclerosis'}, {'entity1': 'chronic neuroinflammation', 'relationship': 'contributes to', 'entity2': 'neurological and psychiatric disorders'}]"
384.0,"Microglia is pivotal for regulating central nervous system inflammation. Therefore, it would be interesting to develop therapeutic strategies conducted to mitigate their hyperactivation.","[{'entity1': 'Microglia', 'relationship': 'pivotal', 'entity2': 'regulating central nervous system inflammation'}, {'entity1': 'therapeutic strategies', 'relationship': 'conducted', 'entity2': 'mitigate their hyperactivation'}]"
385.0,"Microsporidia are obligatory intracellular eukaryotic parasites belonging to the phy-lum  Microsporidia  within  the  kingdom  Opisthokonta  infecting  a  broad  range  of animals  including  protists,  invertebrates,  and  vertebrates.","[{'entity1': 'Microsporidia', 'relationship': 'infecting', 'entity2': 'broad range of animals'}]"
386.0,"In mammals, infections typically establish a balanced host–parasite relationship  that produce minimal  clinically overt disease  in  immunocompetent nat-ural  hosts.","[{'entity1': 'infections', 'relationship': 'establish', 'entity2': 'balanced host-parasite relationship'}, {'entity1': 'infections', 'relationship': 'produce', 'entity2': 'minimal clinically overt disease'}, {'entity1': 'infections', 'relationship': 'in', 'entity2': 'immunocompetent natural hosts'}]"
387.0,"A  shift  in  the  balance  toward  immune  deficiency  or  hyperimmune responses,  however,  produces  overt  clinical  signs  of  disease.","[{'entity1': 'shift in balance', 'relationship': 'produces', 'entity2': 'overt clinical signs of disease'}]"
388.0,"Of the ~1500  described  microsporidia  species,  17  species  are  known  to  infect  humans,  of which  Encephalitozoon  spp.  and  Enterocytozoon  bieneusi are reported from most of the symptomatic patients.","[{'entity1': '~1500 microsporidia species', 'relationship': '', 'entity2': ''}, {'entity1': '17 species', 'relationship': 'infect', 'entity2': 'humans'}, {'entity1': 'Encephalitozoon spp.', 'relationship': 'reported from', 'entity2': 'most symptomatic patients'}, {'entity1': 'Enterocytozoon bieneusi', 'relationship': 'reported from', 'entity2': 'most symptomatic patients'}]"
389.0,"Encephalitozoon species infect sev-eral cell types in mammalian hosts, including epithelial and endothelial cells, fibroblasts, macrophages, and astrocytes.","[{'entity1': 'Encephalitozoon species', 'relationship': 'infect', 'entity2': 'several cell types'}, {'entity1': 'several cell types', 'relationship': 'including', 'entity2': 'epithelial cells'}, {'entity1': 'several cell types', 'relationship': 'including', 'entity2': 'endothelial cells'}, {'entity1': 'several cell types', 'relationship': 'including', 'entity2': 'fibroblasts'}, {'entity1': 'several cell types', 'relationship': 'including', 'entity2': 'macrophages'}, {'entity1': 'several cell types', 'relationship': 'including', 'entity2': 'astrocytes'}]"
390.0,"Eight-week-old severe combined immunodeficient (SCID) and immunocompetent (BALB/c) mice originally obtained from Charles River (Sulzfeld, Germany) were bred under sterile condition and supplied with a sterilized diet and sterilized water ad libitum.","[{'entity1': 'Eight-week-old severe combined immunodeficient (SCID) mice', 'relationship': 'obtained from', 'entity2': 'Charles River'}, {'entity1': 'Eight-week-old immunocompetent (BALB/c) mice', 'relationship': 'obtained from', 'entity2': 'Charles River'}, {'entity1': 'Eight-week-old severe combined immunodeficient (SCID) mice', 'relationship': 'bred under', 'entity2': 'sterile condition'}, {'entity1': 'Eight-week-old immunocompetent (BALB/c) mice', 'relationship': 'bred under', 'entity2': 'sterile condition'}]"
391.0,The spores of E. cuniculi genotype II originally isolated from a dexamethasone-treated laboratory mouse31 were cultivated in vitro for the purpose of the experiment according to Kotková et al.32,"[{'entity1': 'The spores of E. cuniculi genotype II', 'relationship': 'originally isolated from', 'entity2': 'a dexamethasone-treated laboratory mouse'}, {'entity1': 'The spores of E. cuniculi genotype II', 'relationship': 'cultivated', 'entity2': 'in vitro'}, {'entity1': 'The spores of E. cuniculi genotype II', 'relationship': 'cultivated', 'entity2': 'for the purpose of the experiment'}, {'entity1': 'The spores of E. cuniculi genotype II', 'relationship': 'cultivated according to', 'entity2': 'Kotková et al.'}]"
392.0,All mice were per orally infected with the dose of 107  E. cuniculi genotype II spores in 0.2 mL of deionized water using intragastric gavage.,"[{'entity1': 'All mice', 'relationship': 'infected with', 'entity2': 'the dose of 107 E. cuniculi genotype II spores'}, {'entity1': 'the dose of 107  E. cuniculi genotype II spores', 'relationship': 'in', 'entity2': '0.2 mL of deionized water'}, {'entity1': 'All mice', 'relationship': 'infected', 'entity2': 'using intragastric gavage'}]"
